,SKU_list,Brand,NotRepeat
171,ABSO1005,AB,
172,ABSO1006,AB,
173,ABSO1007,AB,
174,ABSS0001,AB,
175,ABSS0003,AB,
176,ABSS0005,AB,
177,ABSS0007,AB,
178,ABSS0008,AB,
179,ABSS0011,AB,
180,ABSS0016,AB,
181,ABSS0019,AB,
182,ABSS0020,AB,
183,APAC03-S,AP,
184,APAC04-SP,AP,
185,APAC05-W,AP,
186,APAC06-P,AP,
187,APAC09-SO,AP,
188,APAC10-CA,AP,
189,APAC15-B,AP,
190,APAD01-S,AP,
191,APAD02-J,AP,
192,APAD03-W,AP,
193,APAD04-SO,AP,
194,APAD05-CA,AP,
195,APAD06-VR,AP,
196,APAD07-B,AP,
197,APAD11-V,AP,
198,APAD12-IF,AP,
199,APAD13-P,AP,
200,APAD15-B,AP,
201,APAF03-IF,AP,
202,APAF04-IF,AP,
203,APAF07-IF,AP,
204,APAF14-BR,AP,
205,APAF15-BR,AP,
206,APAF16-BR,AP,
207,APAH07-B,AP,
208,APAH12-IF,AP,
209,APAV01-IF,AP,
210,Abso0012,Ab,
211,BA5055285771782,BA,
212,BA5055291731688,BA,
213,BA5055291731701,BA,
214,BA5055291784752,BA,
215,BA5055291784769,BA,
216,BA5055291784776,BA,
217,BA5055291784783,BA,
218,BA5055291784868,BA,
219,BA5055479007253,BA,
220,BA5055479042650,BA,
221,BA5055479042667,BA,
222,BA5055479042674,BA,
223,BA5055479042681,BA,
224,BA5055479042698,BA,
225,BA5055479042704,BA,
226,BA5055479042735,BA,
227,BA5055479042742,BA,
228,BA5055479042759,BA,
229,BA5055479048935,BA,
230,BA5055479050952,BA,
231,BA5055479050969,BA,
232,BA5055479050983,BA,
233,BA5055479050990,BA,
234,BA5055479056480,BA,
235,BA5055479059504,BA,
236,BA5055479059528,BA,
237,BA5055479059535,BA,
238,BA5055479059580,BA,
239,BA5055479059597,BA,
240,BA5055479059603,BA,
241,BA5055479071513,BA,
242,BA5055479071537,BA,
243,BA5055479071544,BA,
244,BA5055479071711,BA,
245,BA5055479081048,BA,
246,BA5055479083607,BA,
247,BA5055479083608,BA,
248,BA5055479083609,BA,
249,BA5055479083610,BA,
250,BA5055479083651,BA,
251,BA5055479083683,BA,
252,BA5055479083693,BA,
253,BA5055479083835,BA,
254,BA5055479083836,BA,
255,BA5055479083837,BA,
256,BA5055479083838,BA,
257,BA5055479083839,BA,
258,BA5055479083840,BA,
259,BA5055479083841,BA,
260,BA5055479083842,BA,
261,BA5055479083843,BA,
262,BA5055479083844,BA,
263,BA5055479083845,BA,
264,BA5055479083846,BA,
265,BA5055479083865,BA,
266,BA5055479083867,BA,
267,BA5055479084810,BA,
268,BA5055479084971,BA,
269,BA5055479084988,BA,
270,BA5055479084995,BA,
271,BA5055479086258,BA,
272,BA5055479086547,BA,
273,BA5055479087156,BA,
274,BA5055479087163,BA,
275,BA5055479087187,BA,
276,BA5055479087422,BA,
277,BA5055479088924,BA,
278,BA5055479088931,BA,
279,BA5055479088948,BA,
280,BL002G,BL,
281,BL002W,BL,
282,BL029,BL,
283,BLA029,BL,
284,BLB001,BL,
285,BLC008G,BL,
286,BLC008R,BL,
287,BLP002C,BL,
288,BWBBBBCP100,BW,
289,BWBBLBCP250,BW,
290,BWBBPBCP100,BW,
291,BWBBWBCP250,BW,
292,BWBLSPR500,BW,
293,BWBSAMV500,BW,
294,BWBSLTM500,BW,
295,BWBSSPR500,BW,
296,BWBSTPL500,BW,
297,BWBWLTM500,BW,
298,BWBWSPR500,BW,
299,BWBWTPL500,BW,
300,BWDDWPL100,BW,
301,BWDELIBCP500,BW,
302,BWDISHLTM500,BW,
303,BWDWPL500,BW,
304,BWESSBB10,BW,
305,BWESSBCP10,BW,
306,BWESSFS10,BW,
307,BWESSLTM10,BW,
308,BWESSNL10,BW,
309,BWESSSPR10,BW,
310,BWESSTPL10,BW,
311,BWFVWNC500,BW,
312,BWFWLTM500,BW,
313,BWFWSPR500,BW,
314,BWFWTPL500,BW,
315,BWGSSPR500,BW,
316,BWHLTPL500,BW,
317,BWHSSPR50,BW,
318,BWHSTPL300,BW,
319,BWHSTPL50,BW,
320,BWHW2TPL500,BW,
321,BWHWFS500,BW,
322,BWHWLTM500,BW,
323,BWHWSPR500,BW,
324,BWHWTPL500,BW,
325,BWKSPL150,BW,
326,BWLBBB10,BW,
327,BWLWTPL1L,BW,
328,BWLWTPL500,BW,
329,BWMS2TPL150,BW,
330,BWMS2TPL300,BW,
331,BWMS2TPL50,BW,
332,BWMS2TPL500,BW,
333,BWMS2TPL50C,BW,
334,BWMSAMV150,BW,
335,BWMSFS150,BW,
336,BWMSLTM150,BW,
337,BWMSSPR150,BW,
338,BWMSTPL150,BW,
339,BWNBBB30,BW,
340,BWSACNL100,BW,
341,BWSASNL125,BW,
342,BWSOAPBCP100,BW,
343,BWSOAPFS100,BW,
344,BWSOAPLTM100,BW,
345,BWSOAPLTM200,BW,
346,BWSOAPSPR100,BW,
347,BWSOAPSPR200,BW,
348,BWSOAPTPL100,BW,
349,BWSOAPTPL200,BW,
350,BWYMSLTM150,BW,
351,BWYMSSPR150,BW,
352,BWYMSTPL150,BW,
353,CRBH150,CR,
354,CRBRI50,CR,
355,CRBV150,CR,
356,CRCC250,CR,
357,CRCC500,CR,
358,CRCDJ100,CR,
359,CRCOFFRETDETOX19,CR,
360,CRCOFFRETVOL18,CR,
361,CRDA250,CR,
362,CRDV250,CR,
363,CRGDP250,CR,
364,CRHL150,CR,
365,CRHVR125,CR,
366,CRKITPURIFTRAVEL,CR,
367,CRKITREGETRAVEL,CR,
368,CRKITVOLTRAVEL,CR,
369,CRLA250,CR,
370,CRLA400,CR,
371,CRLFP200,CR,
372,CRLFR200,CR,
373,CRMBC250,CR,
374,CRMH200,CR,
375,CRMR250,CR,
376,CRRAS250,CR,
377,CRRASMEN250,CR,
378,CRSBC250,CR,
379,CRSC250,CR,
380,CRSCRUB250,CR,
381,CRSH250,CR,
382,CRSP250,CR,
383,CRSP400,CR,
384,CRSR250,CR,
385,CRSR400,CR,
386,CRSSH100,CR,
387,CRSV250,CR,
388,CRSV400,CR,
389,CV001,CV,
390,DD4589604448068,DD,
391,EE00173,EE,
392,EE50173,EE,
393,EE50763,EE,
394,EE68110,EE,
395,EH0903A,EH,
396,EH0908C,EH,
397,EH0909,EH,
398,EH0910A,EH,
399,EH0911,EH,
400,EH0912A,EH,
401,EH0920,EH,
402,EH0920A,EH,
403,EH0921B,EH,
404,EH0925,EH,
405,EH0938A,EH,
406,EH0940,EH,
407,EH0941,EH,
408,EH0942,EH,
409,EH0944,EH,
410,EH0944A,EH,
411,EH0946A,EH,
412,EH0948A,EH,
413,EH0950A,EH,
414,EH0952A,EH,
415,EH0967,EH,
416,EH0969,EH,
417,EH0978,EH,
418,EH0983,EH,
419,EH0985,EH,
420,EH0986,EH,
421,EH0987,EH,
422,EH0988,EH,
423,EH0993,EH,
424,EH1014,EH,
425,EH1017,EH,
426,EH1019,EH,
427,EH1020,EH,
428,EH1030,EH,
429,ER01BAW,ER,
430,ER01BAW16CR,ER,
431,ER01BAW16R,ER,
432,ER01BAWCR,ER,
433,ER01BBBNR,ER,
434,ER01BCRR,ER,
435,ER01BLCNR,ER,
436,ER01BOINR,ER,
437,ER01BSH,ER,
438,ER01BSH16CR,ER,
439,ER01BSHCR,ER,
440,ER01BSOR,ER,
441,ER01BWBN,ER,
442,ER01DCR2.5,ER,
443,ER01DCR25R,ER,
444,ER01LOT,ER,
445,ER01LOT16R,ER,
446,ER01LOTR,ER,
447,ER01SCBNR,ER,
448,ER01TMRNR,ER,
449,ER02HABN,ER,
450,ER02NNBN,ER,
451,ER02SNBN,ER,
452,ER03DEJNR,ER,
453,ER03DEONR,ER,
454,ER06BLSN,ER,
455,ER07BLON,ER,
456,ER10BRON,ER,
457,ER10MBBN,ER,
458,ER10MBBNR,ER,
459,ER10MRONR,ER,
460,ER10ONBNR,ER,
461,ER10QEANR,ER,
462,ER10SMCR,ER,
463,ER10SMONR,ER,
464,ER11ABLR,ER,
465,ER11RBLR,ER,
466,ER12ABWR,ER,
467,ER12RBWR,ER,
468,ER13HCRR,ER,
469,ER14LB1NR,ER,
470,ER14LB2NR,ER,
471,ER14RFBNR,ER,
472,ER15FIONR,ER,
473,ER15FISNR,ER,
474,ER15SPONR,ER,
475,ER15SPSNR,ER,
476,ERBIORGHD,ER,
477,ERELEPHANT,ER,
478,GAGRA0001,GA,
479,GAGRA0002,GA,
480,GAGRA0003,GA,
481,GAGRA0004,GA,
482,GAGRA0005,GA,
483,GAGRA0006,GA,
484,GAGRA0007,GA,
485,GAGRA0012,GA,
486,GAGRA0013,GA,
487,GAGRA0018,GA,
488,GAGRA0019,GA,
489,GAGRA0020,GA,
490,GAGRA0021,GA,
491,GAGRA0022,GA,
492,GAGRA0024,GA,
493,GAGRA0025,GA,
494,GAGRA0026,GA,
495,GAGRA0030,GA,
496,GAGRA0031,GA,
497,GAGRA0032,GA,
498,GAGRA0033,GA,
499,GAGRA0039,GA,
500,GAGRA0040,GA,
501,GAGRA0042,GA,
502,GAGRA0047,GA,
503,GAGRA0048,GA,
504,GAGRA0049,GA,
505,GAGRA0050,GA,
506,GAGRA0051,GA,
507,GAGRA0053,GA,
508,GAGRA0062,GA,
509,GAGRA0063,GA,
510,GAGRA0064,GA,
511,GAGRA0068,GA,
512,GAGRA0071,GA,
513,GAGRA0075,GA,
514,GAGRA0082,GA,
515,GAGRA0083,GA,
516,GAGRA0084,GA,
517,GAGRA0085,GA,
518,GAGRA0086,GA,
519,GAGRA0087,GA,
520,GAGRA0098,GA,
521,GAGRA0156,GA,
522,GAGRA0165,GA,
523,GAGRA0166,GA,
524,GAGRA0171,GA,
525,GAGRA0172,GA,
526,GAGRA0173,GA,
527,GAGRA0174,GA,
528,GAGRA0175,GA,
529,GAGRA0178,GA,
530,GAGRA0179,GA,
531,GAGRA0183,GA,
532,GAGRA0186,GA,
533,GAGRA0215,GA,
534,GAGRA0217,GA,
535,GAGRA0218,GA,
536,GAGRA0220,GA,
537,GAGRA0248,GA,
538,GAGRA0261,GA,
539,GAGRA0263,GA,
540,GAGRA0264,GA,
541,GAGRA0273,GA,
542,GAGRA0304,GA,
543,GAGRA0311,GA,
544,GAGRA0314,GA,
545,GAGRA0330,GA,
546,GAGRA0355,GA,
547,GAGRA0356,GA,
548,GAGRA0369,GA,
549,GAGRA0370,GA,
550,GAGRA0372,GA,
551,GAGRG0080,GA,
552,GAGRG0081,GA,
553,GAGRG0108,GA,
554,GAGRG0109,GA,
555,GAGRG0111,GA,
556,GAGRG0113,GA,
557,GAGRG0115,GA,
558,GAGRG0116,GA,
559,GAGRG0119,GA,
560,GAGRG0120,GA,
561,GAGRG0121,GA,
562,GAGRG0135,GA,
563,GAGRG0145,GA,
564,GAGRG0146,GA,
565,GAGRG0149,GA,
566,GAGRO0165,GA,
567,GAGRO0172,GA,
568,GAGRO0173,GA,
569,HEGEN001,HE,
570,HIVALENTINESET,HI,
571,HIXMASSET,HI,
572,HOEPKITA,HO,
573,HOPEKITB,HO,
574,ILCBLS01B,IL,
575,ILCBLS02B,IL,
576,ILCBLS03B,IL,
577,ILCBLS04B,IL,
578,ILCBLS05B,IL,
579,ILCBLS06B,IL,
580,ILCBLS07B,IL,
581,ILCBLS09B,IL,
582,ILCBLS11B,IL,
583,ILCBLS12,IL,
584,ILCBLS13B,IL,
585,ILCBLS14B,IL,
586,ILCBLS15B,IL,
587,ILCH01B,IL,
588,ILCH02B,IL,
589,ILCH03B,IL,
590,ILCH04B,IL,
591,ILCH05B,IL,
592,ILCLGL01B,IL,
593,ILCLGL02B,IL,
594,ILCLLE01B,IL,
595,ILEB01B,IL,
596,ILEB02B,IL,
597,ILEB03B,IL,
598,ILEP01B,IL,
599,ILESSIX01B,IL,
600,ILESSIX02B,IL,
601,ILGS-MB-01,IL,
602,ILIL01,IL,
603,ILIL03,IL,
604,ILIL04,IL,
605,ILLC01B,IL,
606,ILLC02B,IL,
607,ILLL01B,IL,
608,ILLL02B,IL,
609,ILLL03B,IL,
610,ILLM01B,IL,
611,ILMB-01,IL,
612,ILMB-03,IL,
613,ILMB-04,IL,
614,ILMB-05,IL,
615,ILMB-06,IL,
616,ILMB08,IL,
617,ILMS-06,IL,
618,ILMS01B,IL,
619,ILMS04B,IL,
620,ILMS05B,IL,
621,ILMS07B,IL,
622,ILMS08B,IL,
623,ILPS01B,IL,
624,ILSF-05,IL,
625,ILSF01B,IL,
626,ILSF02B,IL,
627,ILSF03B,IL,
628,ILSF04B,IL,
629,ILSF15B,IL,
630,ILSF35B,IL,
631,ILTPJAR01B,IL,
632,ILTSSC01B,IL,
633,ILTSSC02B,IL,
634,ILTSSC03B,IL,
635,ILTSSC04,IL,
636,ILTSSC05,IL,
637,ILTSSC15B,IL,
638,ILTSSC25B,IL,
639,JA71SP226ARA,JA,
640,JA71SP226FUX,JA,
641,JA71SP226GIA,JA,
642,JA71SP226TSE,JA,
643,JASP47MNBIA,JA,
644,JASP51,JA,
645,JASP63N,JA,
646,JASP65CGRI,JA,
647,JASP65CRSA,JA,
648,JASP65N,JA,
649,JASP94N,JA,
650,JASP95N,JA,
651,LAA-028,LA,
652,LAA-080,LA,
653,LAB-00,LA,
654,LAB-008,LA,
655,LAB-012,LA,
656,LABC-004,LA,
657,LAC-006,LA,
658,LAC-014,LA,
659,LACREAM-01,LA,
660,LAE-02,LA,
661,LAH-02,LA,
662,LAH-04,LA,
663,LAH-05,LA,
664,LAH-06,LA,
665,LAH-08,LA,
666,LAL-005,LA,
667,LAL-013,LA,
668,LALABO-ROSE,LA,
669,LALABO-SANTAL,LA,
670,LAS-001,LA,
671,LAS-002,LA,
672,LAS-003,LA,
673,LAS-008,LA,
674,LAS-009,LA,
675,LAS-010,LA,
676,LAS-014,LA,
677,LAS-016,LA,
678,LAS-019,LA,
679,LAS-020,LA,
680,LAS-021,LA,
681,LASMS-014,LA,
682,LASMS-021,LA,
683,LASOAP-01,LA,
684,LBLBMD003,LB,
685,LBLBMD005,LB,
686,LBLBMD006,LB,
687,LBLBMD008,LB,
688,LBLBMD032,LB,
689,LBLBMD037,LB,
690,LBLBMD038,LB,
691,LBLBMD039,LB,
692,LBLBMHEM001,LB,
693,LBLBMHEM004,LB,
694,LBLBMHEM006,LB,
695,LBLBMHEM007,LB,
696,LBLBMHEM008,LB,
697,LBLBMHEM009,LB,
698,LBLBMP002,LB,
699,LBLBMP003,LB,
700,LBLBMP005,LB,
701,LBLBMP006,LB,
702,LBLBMP008,LB,
703,LBLBMP015,LB,
704,LBLBMP032,LB,
705,LBLBMP037,LB,
706,LBLBMP038,LB,
707,LBLBMP039,LB,
708,LBLBMP047,LB,
709,LBLBMS003,LB,
710,LBLBMS012,LB,
711,LBLBMS039,LB,
712,LE463003,LE,
713,LE463010,LE,
714,LE463027,LE,
715,LE463034,LE,
716,LE463041,LE,
717,LE463058,LE,
718,LE463065,LE,
719,LE463072,LE,
720,LE463089,LE,
721,LE463324,LE,
722,LE463331,LE,
723,LE463348,LE,
724,LE463362,LE,
725,LE463379,LE,
726,LE463386,LE,
727,LR10001,LR,
728,LR10012,LR,
729,LR10085,LR,
730,LR10161,LR,
731,LR10162,LR,
732,LR10164,LR,
733,LR10165,LR,
734,LR10166,LR,
735,LR10171,LR,
736,LR10223,LR,
737,LR10224,LR,
738,LR10303,LR,
739,LR10308,LR,
740,LR10309,LR,
741,LR10502,LR,
742,LR10509,LR,
743,LR10510,LR,
744,LR10513,LR,
745,LR10516,LR,
746,LR10522,LR,
747,LR10546,LR,
748,LR10553,LR,
749,LR10554,LR,
750,LR10556,LR,
751,LR10558,LR,
752,LR10559,LR,
753,LR10572,LR,
754,LR10574,LR,
755,LR10575,LR,
756,LR10576,LR,
757,LR10609,LR,
758,LR10610,LR,
759,LR10611,LR,
760,LR10625,LR,
761,LR10631,LR,
762,LR10633,LR,
763,LR10634,LR,
764,LR10635,LR,
765,LR10636,LR,
766,LR10640,LR,
767,LR10641,LR,
768,LR10978,LR,
769,LR10980,LR,
770,LR10982,LR,
771,LR10984,LR,
772,LR10986,LR,
773,LR10996,LR,
774,LR11017,LR,
775,LR11018,LR,
776,LR11022,LR,
777,LR11023,LR,
778,LR11024,LR,
779,LR11032,LR,
780,LR11033,LR,
781,LR11035,LR,
782,LR11036,LR,
783,LR11040,LR,
784,LR11045,LR,
785,LR11046,LR,
786,LR11047,LR,
787,LR11051,LR,
788,LR11052,LR,
789,LR11053,LR,
790,LR11054,LR,
791,LR11058,LR,
792,LR11061,LR,
793,LR11066,LR,
794,LR11076,LR,
795,LR11077,LR,
796,LR11081,LR,
797,LR11082,LR,
798,LR11083,LR,
799,LR11100,LR,
800,LR11161,LR,
801,LR11164,LR,
802,LR11171,LR,
803,MA411100,MA,
804,MA411151,MA,
805,MA411152,MA,
806,MA411154,MA,
807,MA411155,MA,
808,MA411156,MA,
809,MGBC20108,MG,
810,MGBC20308,MG,
811,MGBL219250,MG,
812,MGBL222250,MG,
813,MGBM20016,MG,
814,MGBM20075,MG,
815,MGBS20475,MG,
816,MGCC60509,MG,
817,MGCHWSET01,MG,
818,MGCL61109,MG,
819,MGCM60009,MG,
820,MGCO60309,MG,
821,MGCR60109,MG,
822,MGCS60967,MG,
823,MGCS61009,MG,
824,MGCT60609,MG,
825,MGDS80016,MG,
826,MGEB60001,MG,
827,MGESSET02,MG,
828,MGFC10008,MG,
829,MGFC11450,MG,
830,MGFC12204,MG,
831,MGFC50703,MG,
832,MGFC51203,MG,
833,MGFC51850,MG,
834,MGFC51950,MG,
835,MGFM10104,MG,
836,MGFM101250,MG,
837,MGFM10210,MG,
838,MGFM10704,MG,
839,MGFM11210,MG,
840,MGFM124100,MG,
841,MGFM12815,MG,
842,MGFM13150,MG,
843,MGFR50203,MG,
844,MGFS10601,MG,
845,MGFS12004,MG,
846,MGHC30108,MG,
847,MGHC30116,MG,
848,MGHC30704,MG,
849,MGHG31004,MG,
850,MGHM21148,MG,
851,MGHP30302,MG,
852,MGHS20505,MG,
853,MGHS30008,MG,
854,MGHS30016,MG,
855,MGHS30408,MG,
856,MGHS30608,MG,
857,MGHS50405,MG,
858,MGHS50505,MG,
859,MGHW20116,MG,
860,MGHW201250,MG,
861,MGHW20316,MG,
862,MGHW203250,MG,
863,MGHW207250,MG,
864,MGHW208250,MG,
865,MGHW20916,MG,
866,MGHW218250,MG,
867,MGHW221250,MG,
868,MGPO900,MG,
869,MGPO901,MG,
870,MGPO902,MG,
871,MGSD20901,MG,
872,MGSD20973,MG,
873,MGST11612,MG,
874,MGVB5HT01,MG,
875,MGVCSET02,MG,
876,MHAR601,MH,
877,MHCAD120,MH,
878,MHCC601,MH,
879,MHCDJ601,MH,
880,MHCDJ665,MH,
881,MHEN001,MH,
882,MHEN065,MH,
883,MHENBW01,MH,
884,MHENSP01,MH,
885,MHHIDBW01,MH,
886,MHHIDSP01,MH,
887,MHLD001,MH,
888,MHLD065,MH,
889,MHLIB101,MH,
890,MHLIB201,MH,
891,MHLIB601,MH,
892,MHLM001,MH,
893,MHLM065,MH,
894,MHLMBL01,MH,
895,MHLMBW01,MH,
896,MHLMHC01,MH,
897,MHLMSP01,MH,
898,MHLOSBW01,MH,
899,MHLOSSP01,MH,
900,MHLPFT601,MH,
901,MHLPFT665,MH,
902,MHMOS130,MH,
903,MHNAR110,MH,
904,MHPDS665,MH,
905,MHROLLLD003,MH,
906,MHROLLRS001,MH,
907,MHROLLTT002,MH,
908,MHRS001,MH,
909,MHRS065,MH,
910,MHRSBC01,MH,
911,MHRSBW01,MH,
912,MHRSHC01,MH,
913,MHRSSP01,MH,
914,MHTT001,MH,
915,MHTT065,MH,
916,MHTTBL01,MH,
917,MHTTBW01,MH,
918,MHTTHL01,MH,
919,MHTTHW01,MH,
920,MHTTSP01,MH,
921,MHVER100,MH,
922,MHVI001,MH,
923,MHWANBW01,MH,
924,MHWANSP01,MH,
925,NA005B,NA,
926,NA006W,NA,
927,NE1101102,NE,
928,NE1101111,NE,
929,NE1101149,NE,
930,NE1101150,NE,
931,NE1101152,NE,
932,NE1101163,NE,
933,NE1101164,NE,
934,NE1101165,NE,
935,NE1101166,NE,
936,NE1101167,NE,
937,NE1101168,NE,
938,NE1101169,NE,
939,NE1101170,NE,
940,NE1101171,NE,
941,NE1101172,NE,
942,NE1101173,NE,
943,NE1101174,NE,
944,NE1101175,NE,
945,NE1101176,NE,
946,NE1101177,NE,
947,NE1101178,NE,
948,NE1101179,NE,
949,NE1101180,NE,
950,NE1101182,NE,
951,NE1101187,NE,
952,NE1101188,NE,
953,NE1101204,NE,
954,NE1101205,NE,
955,NE1101206,NE,
956,NE1101207,NE,
957,NE1101208,NE,
958,NE1101209,NE,
959,NE1101224,NE,
960,NE1101225,NE,
961,NE1101226,NE,
962,NE1101244,NE,
963,NE1101245,NE,
964,NE1101246,NE,
965,NE1101247,NE,
966,NE1101248,NE,
967,NE1101249,NE,
968,NE1101253,NE,
969,NE1102001,NE,
970,NE1102039,NE,
971,NE1102040,NE,
972,NE1102041,NE,
973,NE1102042,NE,
974,NE1102059,NE,
975,NE1102060,NE,
976,NE1102061,NE,
977,NE1102063,NE,
978,NE1103042,NE,
979,NE1103043,NE,
980,NE1103056,NE,
981,NE1103060,NE,
982,NE1103061,NE,
983,NE1103062,NE,
984,NE1103063,NE,
985,NE1103067,NE,
986,NE1103068,NE,
987,NE1103069,NE,
988,NE1103070,NE,
989,NE1103071,NE,
990,NE1103072,NE,
991,NE1103073,NE,
992,NE1103074,NE,
993,NE1103075,NE,
994,NE1103076,NE,
995,NE1103077,NE,
996,NE1103078,NE,
997,NE1103083,NE,
998,NE1103084,NE,
999,NE1103085,NE,
1000,NE1103086,NE,
1001,NE1103087,NE,
1002,NE1103088,NE,
1003,NE1104001,NE,
1004,NE1201023,NE,
1005,NE1201024,NE,
1006,NE1201027,NE,
1007,NE1201028,NE,
1008,NE1201029,NE,
1009,NE1202023,NE,
1010,NE1202029,NE,
1011,NE1202030,NE,
1012,NE1202035,NE,
1013,NE1202036,NE,
1014,NE1202038,NE,
1015,NE1202052,NE,
1016,NE1203010,NE,
1017,NE1203011,NE,
1018,NE1203012,NE,
1019,NE1204005,NE,
1020,NE1207006,NE,
1021,NE1207007,NE,
1022,NE1209005,NE,
1023,NE1209006,NE,
1024,NE1209007,NE,
1025,NE1209008,NE,
1026,NE1209023,NE,
1027,NE1209024,NE,
1028,NE1209025,NE,
1029,NE1209026,NE,
1030,NE1210008,NE,
1031,NE1210009,NE,
1032,NE1210011,NE,
1033,NE1210014,NE,
1034,NE1211002,NE,
1035,NE1211005,NE,
1036,NE1211012,NE,
1037,NE1211014,NE,
1038,NE1211016,NE,
1039,NE1211017,NE,
1040,NE1211018,NE,
1041,NE1211019,NE,
1042,NE1212005,NE,
1043,NE1212014,NE,
1044,NE1212016,NE,
1045,NE1212020,NE,
1046,NE1212021,NE,
1047,NE1212022,NE,
1048,NE1212023,NE,
1049,NE1213011,NE,
1050,NE1213012,NE,
1051,NE1213013,NE,
1052,NE1213014,NE,
1053,NE1214005,NE,
1054,NE1214006,NE,
1055,NE1219003,NE,
1056,NE1219011,NE,
1057,NE1219013,NE,
1058,NE1219014,NE,
1059,NE1221001,NE,
1060,NE1221002,NE,
1061,NE1221003,NE,
1062,NE1221004,NE,
1063,NE1221008,NE,
1064,NE1221009,NE,
1065,NE1221010,NE,
1066,NE1221011,NE,
1067,NE1221012,NE,
1068,NE1221013,NE,
1069,NE1221014,NE,
1070,NE1222001,NE,
1071,NE1222002,NE,
